'Elapsed time','ECG I','ECG I filtered'
10.302,0.000,-0.015
10.304,0.175,-0.015
10.306,0.150,-0.010
10.308,0.085,-0.005
10.310,0.010,0.000
10.312,0.010,0.005
10.314,-0.110,0.005
10.316,-0.110,0.005
10.318,-0.020,0.005
10.320,0.065,0.000
10.322,0.100,0.000
10.324,0.165,0.000
10.326,0.080,0.000
10.328,0.085,0.000
10.330,0.015,0.005
10.332,0.015,0.010
10.334,-0.080,0.010
10.336,-0.085,0.015
10.338,-0.065,0.015
10.340,0.035,0.020
10.342,0.070,0.020
10.344,0.180,0.020
10.346,0.140,0.020
10.348,0.120,0.020
10.350,0.055,0.025
10.352,0.025,0.025
10.354,-0.085,0.030
10.356,-0.060,0.035
10.358,-0.035,0.035
10.360,0.065,0.035
10.362,0.110,0.035
10.364,0.200,0.035
10.366,0.150,0.035
10.368,0.125,0.035
10.370,0.035,0.035
10.372,0.030,0.035
10.374,-0.060,0.045
10.376,-0.045,0.050
10.378,0.045,0.060
10.380,0.125,0.070
10.382,0.155,0.080
10.384,0.250,0.090
10.386,0.215,0.095
10.388,0.155,0.095
10.390,0.110,0.090
10.392,0.035,0.090
10.394,-0.070,0.085
10.396,-0.020,0.080
10.398,0.070,0.080
10.400,0.175,0.085
10.402,0.230,0.090
10.404,0.265,0.100
10.406,0.225,0.115
10.408,0.190,0.130
10.410,0.140,0.145
10.412,0.100,0.160
10.414,0.070,0.170
10.416,0.135,0.175
10.418,0.155,0.175
10.420,0.210,0.175
10.422,0.235,0.170
10.424,0.280,0.165
10.426,0.315,0.165
10.428,0.230,0.165
10.430,0.130,0.165
10.432,0.160,0.170
10.434,0.070,0.175
10.436,0.090,0.180
10.438,0.175,0.185
10.440,0.240,0.190
10.442,0.275,0.195
10.444,0.330,0.195
10.446,0.370,0.195
10.448,0.240,0.195
10.450,0.210,0.195
10.452,0.125,0.195
10.454,0.085,0.195
10.456,0.085,0.190
10.458,0.145,0.185
10.460,0.275,0.180
10.462,0.270,0.175
10.464,0.335,0.170
10.466,0.275,0.160
10.468,0.255,0.155
10.470,0.130,0.150
10.472,0.090,0.145
10.474,0.015,0.140
10.476,0.055,0.130
10.478,0.115,0.125
10.480,0.180,0.115
10.482,0.195,0.110
10.484,0.235,0.100
10.486,0.205,0.090
10.488,0.140,0.080
10.490,0.065,0.075
10.492,0.035,0.070
10.494,-0.040,0.065
10.496,0.000,0.060
10.498,0.030,0.055
10.500,0.085,0.050
10.502,0.115,0.040
10.504,0.150,0.025
10.506,0.140,0.015
10.508,0.050,0.000
10.510,-0.060,-0.010
10.512,-0.070,-0.015
10.514,-0.110,-0.025
10.516,-0.080,-0.025
10.518,-0.025,-0.025
10.520,0.050,-0.020
10.522,0.105,-0.020
10.524,0.125,-0.015
10.526,0.070,-0.015
10.528,-0.010,-0.015
10.530,-0.045,-0.020
10.532,-0.050,-0.020
10.534,-0.125,-0.020
10.536,-0.035,-0.020
10.538,-0.035,-0.020
10.540,0.060,-0.020
10.542,0.090,-0.020
10.544,0.125,-0.025
10.546,0.050,-0.030
10.548,0.000,-0.035
10.550,-0.050,-0.040
10.552,-0.065,-0.045
10.554,-0.060,-0.045
10.556,-0.115,-0.050
10.558,-0.035,-0.045
10.560,-0.035,-0.040
10.562,0.100,-0.035
10.564,0.115,-0.030
10.566,0.065,-0.025
10.568,0.000,-0.020
10.570,-0.040,-0.020
10.572,-0.105,-0.020
10.574,-0.110,-0.025
10.576,-0.075,-0.025
10.578,0.020,-0.025
10.580,0.060,-0.025
10.582,0.105,-0.025
10.584,0.080,-0.025
10.586,0.080,-0.025
10.588,0.000,-0.025
10.590,-0.090,-0.025
10.592,-0.110,-0.025
10.594,-0.105,-0.030
10.596,-0.105,-0.030
10.598,-0.010,-0.030
10.600,0.035,-0.030
10.602,0.120,-0.030
10.604,0.115,-0.030
10.606,0.125,-0.030
10.608,-0.030,-0.030
10.610,-0.080,-0.035
10.612,-0.150,-0.035
10.614,-0.155,-0.035
10.616,-0.100,-0.040
10.618,0.025,-0.035
10.620,0.060,-0.035
10.622,0.145,-0.030
10.624,0.110,-0.025
10.626,0.065,-0.025
10.628,-0.020,-0.025
10.630,-0.035,-0.030
10.632,-0.155,-0.035
10.634,-0.140,-0.045
10.636,-0.100,-0.055
10.638,-0.065,-0.065
10.640,0.020,-0.070
10.642,0.075,-0.070
10.644,0.120,-0.060
10.646,0.050,-0.050
10.648,0.020,-0.035
10.650,-0.040,-0.020
10.652,-0.110,-0.010
10.654,-0.135,0.000
10.656,-0.055,0.000
10.658,0.015,-0.005
10.660,0.030,-0.015
10.662,0.130,-0.025
10.664,0.105,-0.035
10.666,0.090,-0.045
10.668,-0.055,-0.045
10.670,-0.030,-0.045
10.672,-0.090,-0.035
10.674,-0.115,-0.025
10.676,-0.085,-0.015
10.678,0.015,-0.005
10.680,0.100,0.000
10.682,0.125,0.000
10.684,0.120,-0.005
10.686,0.070,-0.015
10.688,0.005,-0.020
10.690,-0.015,-0.030
10.692,-0.150,-0.035
10.694,-0.115,-0.035
10.696,-0.065,-0.030
10.698,0.050,-0.025
10.700,0.070,-0.020
10.702,0.140,-0.015
10.704,0.105,-0.010
10.706,0.045,-0.010
10.708,-0.005,-0.020
10.710,-0.080,-0.025
10.712,-0.165,-0.035
10.714,-0.130,-0.040
10.716,-0.055,-0.045
10.718,0.040,-0.045
10.720,0.100,-0.035
10.722,0.150,-0.025
10.724,0.110,-0.015
10.726,0.055,0.000
10.728,-0.050,0.010
10.730,-0.015,0.010
10.732,-0.120,0.005
10.734,-0.100,0.000
10.736,-0.020,-0.015
10.738,0.040,-0.030
10.740,0.050,-0.045
10.742,0.115,-0.050
10.744,0.045,-0.055
10.746,0.025,-0.050
10.748,-0.040,-0.045
10.750,-0.050,-0.035
10.752,-0.115,-0.025
10.754,-0.120,-0.025
10.756,-0.065,-0.025
10.758,0.030,-0.025
10.760,0.080,-0.030
10.762,0.115,-0.035
10.764,0.145,-0.035
10.766,0.045,-0.035
10.768,-0.050,-0.025
10.770,-0.115,-0.015
10.772,-0.100,-0.005
10.774,-0.030,0.005
10.776,0.010,0.010
10.778,0.050,0.010
10.780,0.080,0.000
10.782,0.090,-0.015
10.784,0.105,-0.030
10.786,0.020,-0.045
10.788,-0.040,-0.055
10.790,-0.145,-0.060
10.792,-0.170,-0.060
10.794,-0.090,-0.055
10.796,-0.020,-0.040
10.798,0.040,-0.025
10.800,0.110,-0.015
10.802,0.160,-0.005
10.804,0.130,0.000
10.806,0.030,0.000
10.808,-0.055,-0.005
10.810,-0.170,-0.015
10.812,-0.195,-0.030
10.814,-0.055,-0.040
10.816,-0.035,-0.045
10.818,0.030,-0.055
10.820,0.070,-0.055
10.822,0.100,-0.055
10.824,0.095,-0.050
10.826,-0.030,-0.045
10.828,-0.065,-0.040
10.830,-0.125,-0.035
10.832,-0.145,-0.035
10.834,-0.075,-0.030
10.836,-0.010,-0.030
10.838,0.040,-0.030
10.840,0.115,-0.035
10.842,0.095,-0.035
10.844,0.020,-0.040
10.846,-0.005,-0.040
10.848,-0.060,-0.040
10.850,-0.075,-0.040
10.852,-0.115,-0.040
10.854,-0.110,-0.035
10.856,-0.005,-0.035
10.858,0.060,-0.030
10.860,0.125,-0.025
10.862,0.095,-0.025
10.864,0.075,-0.020
10.866,-0.005,-0.020
10.868,-0.005,-0.020
10.870,-0.095,-0.020
10.872,-0.115,-0.020
10.874,-0.140,-0.025
10.876,-0.050,-0.030
10.878,0.070,-0.035
10.880,0.130,-0.040
10.882,0.070,-0.045
10.884,0.070,-0.045
10.886,0.005,-0.045
10.888,-0.065,-0.040
10.890,-0.125,-0.035
10.892,-0.190,-0.035
10.894,-0.070,-0.035
10.896,0.005,-0.035
10.898,0.035,-0.040
10.900,0.060,-0.050
10.902,0.110,-0.060
10.904,0.025,-0.070
10.906,-0.040,-0.075
10.908,-0.075,-0.080
10.910,-0.185,-0.080
10.912,-0.170,-0.080
10.914,-0.115,-0.070
10.916,-0.065,-0.060
10.918,0.050,-0.050
10.920,0.115,-0.045
10.922,0.140,-0.040
10.924,0.065,-0.035
10.926,-0.040,-0.040
10.928,-0.080,-0.040
10.930,-0.145,-0.045
10.932,-0.135,-0.050
10.934,-0.090,-0.050
10.936,-0.005,-0.045
10.938,0.070,-0.040
10.940,0.070,-0.035
10.942,0.135,-0.025
10.944,0.060,-0.020
10.946,0.035,-0.015
10.948,-0.070,-0.015
10.950,-0.155,-0.020
10.952,-0.120,-0.030
10.954,-0.090,-0.040
10.956,-0.060,-0.050
10.958,0.050,-0.060
10.960,0.140,-0.060
10.962,0.090,-0.060
10.964,0.005,-0.055
10.966,-0.035,-0.045
10.968,-0.050,-0.040
10.970,-0.160,-0.030
10.972,-0.120,-0.025
10.974,-0.085,-0.025
10.976,0.050,-0.025
10.978,0.035,-0.030
10.980,0.145,-0.035
10.982,0.105,-0.035
10.984,0.055,-0.035
10.986,-0.040,-0.035
10.988,-0.070,-0.030
10.990,-0.125,-0.030
10.992,-0.145,-0.030
10.994,-0.105,-0.030
10.996,-0.015,-0.035
10.998,0.035,-0.045
11.000,0.125,-0.050
11.002,0.080,-0.050
11.004,0.080,-0.050
11.006,-0.015,-0.040
11.008,-0.065,-0.025
11.010,-0.135,-0.010
11.012,-0.125,0.005
11.014,0.005,0.015
11.016,0.080,0.020
11.018,0.100,0.020
11.020,0.120,0.010
11.022,0.115,0.000
11.024,0.065,-0.010
11.026,-0.005,-0.020
11.028,-0.055,-0.020
11.030,-0.120,-0.015
11.032,-0.075,-0.010
11.034,0.015,0.000
11.036,0.070,0.010
11.038,0.060,0.015
11.040,0.150,0.015
11.042,0.115,0.010
11.044,0.095,0.005
11.046,0.005,-0.005
11.048,-0.040,-0.010
11.050,-0.140,-0.010
11.052,-0.065,-0.010
11.054,-0.015,-0.005
11.056,0.090,0.005
11.058,0.160,0.010
11.060,0.185,0.010
11.062,0.130,0.010
11.064,0.040,0.005
11.066,-0.045,-0.005
11.068,-0.060,-0.020
11.070,-0.160,-0.030
11.072,-0.115,-0.040
11.074,-0.010,-0.045
11.076,0.025,-0.040
11.078,0.055,-0.040
11.080,0.125,-0.030
11.082,0.105,-0.025
11.084,0.045,-0.020
11.086,-0.040,-0.015
11.088,-0.135,-0.015
11.090,-0.170,-0.015
11.092,-0.155,-0.025
11.094,0.000,-0.030
11.096,0.065,-0.035
11.098,0.060,-0.045
11.100,0.080,-0.050
11.102,0.045,-0.050
11.104,0.000,-0.050
11.106,-0.075,-0.050
11.108,-0.100,-0.050
11.110,-0.195,-0.050
11.112,-0.090,-0.045
11.114,-0.050,-0.045
11.116,0.000,-0.045
11.118,0.060,-0.050
11.120,0.125,-0.050
11.122,0.075,-0.055
11.124,-0.030,-0.060
11.126,-0.085,-0.060
11.128,-0.120,-0.060
11.130,-0.130,-0.055
11.132,-0.115,-0.055
11.134,-0.060,-0.050
11.136,-0.010,-0.050
11.138,0.060,-0.050
11.140,0.050,-0.055
11.142,0.025,-0.070
11.144,-0.055,-0.085
11.146,-0.130,-0.100
11.148,-0.220,-0.110
11.150,-0.200,-0.110
11.152,-0.145,-0.090
11.154,-0.030,-0.055
11.156,0.065,0.005
11.158,0.240,0.080
11.160,0.310,0.170
11.162,0.410,0.265
11.164,0.405,0.355
11.166,0.470,0.435
11.168,0.440,0.495
11.170,0.470,0.530
11.172,0.500,0.530
11.174,0.545,0.500
11.176,0.460,0.440
11.178,0.430,0.360
11.180,0.405,0.260
11.182,0.260,0.155
11.184,0.095,0.050
11.186,-0.105,-0.050
11.188,-0.295,-0.130
11.190,-0.350,-0.195
11.192,-0.300,-0.240
11.194,-0.255,-0.265
11.196,-0.190,-0.270
11.198,-0.105,-0.265
11.200,-0.100,-0.245
11.202,-0.065,-0.225
11.204,-0.140,-0.195
11.206,-0.185,-0.170
11.208,-0.225,-0.145
11.210,-0.215,-0.120
11.212,-0.125,-0.100
11.214,-0.100,-0.085
11.216,0.025,-0.075
11.218,0.085,-0.065
11.220,0.060,-0.055
11.222,0.070,-0.050
11.224,-0.020,-0.045
11.226,-0.060,-0.045
11.228,-0.150,-0.040
11.230,-0.145,-0.040
11.232,-0.075,-0.035
11.234,0.030,-0.030
11.236,0.055,-0.025
11.238,0.145,-0.025
11.240,0.095,-0.020
11.242,0.030,-0.020
11.244,-0.025,-0.015
11.246,-0.005,-0.015
11.248,-0.125,-0.020
11.250,-0.115,-0.020
11.252,-0.100,-0.025
11.254,-0.005,-0.025
11.256,0.045,-0.030
11.258,0.100,-0.035
11.260,0.080,-0.035
11.262,0.115,-0.035
11.264,-0.025,-0.040
11.266,-0.075,-0.040
11.268,-0.110,-0.035
11.270,-0.150,-0.030
11.272,-0.095,-0.030
11.274,0.020,-0.025
11.276,0.080,-0.020
11.278,0.150,-0.015
11.280,0.125,-0.010
11.282,0.080,-0.010
11.284,-0.020,-0.010
11.286,-0.045,-0.005
11.288,-0.140,-0.005
11.290,-0.095,-0.005
11.292,-0.005,0.000
11.294,0.050,0.000
11.296,0.075,0.005
11.298,0.155,0.005
11.300,0.160,0.010
11.302,0.120,0.010
11.304,-0.005,0.005
11.306,-0.050,0.000
11.308,-0.130,0.000
11.310,-0.090,-0.005
11.312,0.000,-0.005
11.314,0.090,0.000
11.316,0.075,0.000
11.318,0.165,0.005
11.320,0.125,0.010
11.322,0.050,0.015
11.324,-0.060,0.020
11.326,-0.010,0.020
11.328,-0.095,0.020
11.330,-0.080,0.015
11.332,-0.005,0.010
11.334,0.090,0.005
11.336,0.125,0.005
11.338,0.165,0.005
11.340,0.145,0.010
11.342,0.095,0.015
11.344,0.035,0.025
11.346,-0.010,0.030
11.348,-0.090,0.040
11.350,-0.040,0.045
11.352,0.045,0.055
11.354,0.100,0.060
11.356,0.195,0.065
11.358,0.185,0.070
11.360,0.210,0.075
11.362,0.135,0.080
11.364,0.080,0.080
11.366,0.015,0.080
11.368,-0.010,0.080
11.370,-0.020,0.080
11.372,0.060,0.080
11.374,0.150,0.075
11.376,0.155,0.075
11.378,0.245,0.075
11.380,0.235,0.075
11.382,0.135,0.085
11.384,0.090,0.090
11.386,0.010,0.100
11.388,-0.035,0.110
11.390,0.010,0.120
11.392,0.110,0.125
11.394,0.195,0.130
11.396,0.270,0.135
11.398,0.275,0.135
11.400,0.265,0.135
11.402,0.180,0.140
11.404,0.105,0.140
11.406,0.080,0.145
11.408,0.085,0.145
11.410,0.080,0.150
11.412,0.150,0.155
11.414,0.225,0.160
11.416,0.275,0.165
11.418,0.325,0.170
11.420,0.305,0.180
11.422,0.220,0.185
11.424,0.180,0.195
11.426,0.105,0.200
11.428,0.065,0.205
11.430,0.150,0.210
11.432,0.200,0.215
11.434,0.295,0.215
11.436,0.330,0.215
11.438,0.335,0.210
11.440,0.330,0.205
11.442,0.235,0.200
11.444,0.175,0.200
11.446,0.100,0.195
11.448,0.070,0.190
11.450,0.110,0.185
11.452,0.225,0.180
11.454,0.215,0.170
11.456,0.300,0.165
11.458,0.290,0.155
11.460,0.240,0.145
11.462,0.155,0.135
11.464,0.075,0.130
11.466,0.015,0.125
11.468,0.015,0.120
11.470,0.045,0.115
11.472,0.115,0.105
11.474,0.160,0.100
11.476,0.195,0.085
11.478,0.160,0.070
11.480,0.125,0.055
11.482,0.045,0.040
11.484,0.010,0.025
11.486,-0.090,0.015
11.488,-0.075,0.005
11.490,-0.055,0.005
11.492,0.045,0.000
11.494,0.080,0.000
11.496,0.125,0.000
11.498,0.110,0.000
11.500,0.050,0.000
11.502,0.040,0.000
11.504,-0.080,-0.005
11.506,-0.115,-0.005
11.508,-0.125,-0.010
11.510,-0.055,-0.010
11.512,0.020,-0.015
11.514,0.065,-0.015
11.516,0.105,-0.020
11.518,0.095,-0.020
11.520,0.075,-0.025
11.522,0.020,-0.030
11.524,-0.070,-0.035
11.526,-0.160,-0.035
11.528,-0.125,-0.040
11.530,-0.125,-0.045
11.532,-0.045,-0.045
11.534,0.020,-0.050
11.536,0.110,-0.050
11.538,0.090,-0.050
11.540,0.010,-0.055
11.542,-0.045,-0.055
11.544,-0.055,-0.050
11.546,-0.155,-0.050
11.548,-0.140,-0.045
11.550,-0.075,-0.035
11.552,0.015,-0.030
11.554,0.055,-0.025
11.556,0.135,-0.025
11.558,0.115,-0.025
11.560,0.020,-0.025
11.562,-0.080,-0.030
11.564,-0.085,-0.035
11.566,-0.160,-0.045
11.568,-0.170,-0.050
11.570,-0.085,-0.055
11.572,-0.030,-0.060
11.574,0.040,-0.060
11.576,0.110,-0.060
11.578,0.085,-0.060
11.580,0.035,-0.060
11.582,-0.045,-0.060
11.584,-0.100,-0.055
11.586,-0.180,-0.055
11.588,-0.170,-0.050
11.590,-0.080,-0.045
11.592,-0.020,-0.040
11.594,0.025,-0.035
11.596,0.190,-0.030
11.598,0.080,-0.025
11.600,0.060,-0.020
11.602,-0.040,-0.020
11.604,-0.075,-0.025
11.606,-0.145,-0.030
11.608,-0.125,-0.035
11.610,-0.075,-0.040
11.612,0.010,-0.045
11.614,0.025,-0.050
11.616,0.075,-0.050
11.618,0.105,-0.045
11.620,0.025,-0.040
11.622,-0.010,-0.035
11.624,-0.035,-0.025
11.626,-0.140,-0.015
11.628,-0.140,-0.010
11.630,-0.085,-0.005
11.632,0.070,0.000
11.634,0.095,-0.005
11.636,0.110,-0.010
11.638,0.150,-0.020
11.640,0.065,-0.030
11.642,-0.110,-0.035
11.644,-0.150,-0.040
11.646,-0.115,-0.040
11.648,-0.085,-0.035
11.650,0.005,-0.025
11.652,0.030,-0.015
11.654,0.060,-0.005
11.656,0.140,0.000
11.658,0.110,0.000
11.660,0.005,-0.010
11.662,-0.085,-0.020
11.664,-0.105,-0.035
11.666,-0.160,-0.045
11.668,-0.100,-0.055
11.670,-0.070,-0.055
11.672,0.045,-0.050
11.674,0.090,-0.040
11.676,0.080,-0.025
11.678,0.115,-0.010
11.680,0.035,0.005
11.682,-0.030,0.015
11.684,-0.050,0.015
11.686,-0.090,0.010
11.688,-0.095,0.000
11.690,0.000,-0.010
11.692,0.085,-0.020
11.694,0.085,-0.025
11.696,0.120,-0.030
11.698,0.045,-0.025
11.700,0.025,-0.020
11.702,-0.060,-0.015
11.704,-0.140,-0.015
11.706,-0.125,-0.010
11.708,-0.090,-0.015
11.710,-0.030,-0.020
11.712,0.030,-0.025
11.714,0.100,-0.030
11.716,0.115,-0.035
11.718,0.090,-0.035
11.720,-0.030,-0.035
11.722,-0.080,-0.035
11.724,-0.150,-0.030
11.726,-0.075,-0.025
11.728,-0.120,-0.025
11.730,-0.040,-0.020
11.732,0.080,-0.020
11.734,0.115,-0.020
11.736,0.155,-0.020
11.738,0.050,-0.025
11.740,-0.005,-0.025
11.742,-0.045,-0.025
11.744,-0.135,-0.030
11.746,-0.125,-0.030
11.748,-0.130,-0.035
11.750,-0.010,-0.035
11.752,0.030,-0.035
11.754,0.100,-0.035
11.756,0.085,-0.030
11.758,0.100,-0.025
11.760,-0.005,-0.020
11.762,-0.055,-0.010
11.764,-0.110,-0.005
11.766,-0.130,-0.005
11.768,-0.055,-0.005
11.770,0.010,-0.010
11.772,0.010,-0.015
11.774,0.080,-0.025
11.776,0.105,-0.035
11.778,0.095,-0.040
11.780,-0.040,-0.045
11.782,-0.060,-0.045
11.784,-0.140,-0.040
11.786,-0.120,-0.040
11.788,-0.135,-0.035
11.790,-0.015,-0.040
11.792,-0.030,-0.040
11.794,0.085,-0.050
11.796,0.120,-0.055
11.798,0.045,-0.060
11.800,-0.005,-0.060
11.802,-0.045,-0.055
11.804,-0.165,-0.045
11.806,-0.155,-0.035
11.808,-0.090,-0.020
11.810,0.000,-0.010
11.812,0.075,0.000
11.814,0.125,0.000
11.816,0.135,0.000
11.818,0.055,-0.010
11.820,-0.050,-0.015
11.822,-0.075,-0.020
11.824,-0.130,-0.025
11.826,-0.105,-0.025
11.828,-0.065,-0.025
11.830,-0.010,-0.020
11.832,0.035,-0.015
11.834,0.115,-0.015
11.836,0.100,-0.015
11.838,0.030,-0.020
11.840,-0.025,-0.025
11.842,-0.075,-0.035
11.844,-0.175,-0.040
11.846,-0.120,-0.045
11.848,-0.095,-0.040
11.850,0.020,-0.035
11.852,0.070,-0.030
11.854,0.120,-0.020
11.856,0.090,-0.015
11.858,0.025,-0.015
11.860,-0.070,-0.025
11.862,-0.095,-0.035
11.864,-0.155,-0.050
11.866,-0.155,-0.065
11.868,-0.145,-0.075
11.870,-0.055,-0.085
11.872,0.025,-0.085
11.874,0.085,-0.080
11.876,0.105,-0.065
11.878,0.040,-0.050
11.880,-0.045,-0.035
11.882,-0.060,-0.015
11.884,-0.145,-0.005
11.886,-0.165,0.000
11.888,-0.045,0.000
11.890,0.030,-0.005
11.892,0.080,-0.020
11.894,0.140,-0.030
11.896,0.090,-0.045
11.898,-0.010,-0.050
11.900,-0.075,-0.055
11.902,-0.100,-0.050
11.904,-0.130,-0.045
11.906,-0.085,-0.035
11.908,-0.080,-0.025
11.910,0.035,-0.020
11.912,0.080,-0.015
11.914,0.110,-0.020
11.916,0.070,-0.030
11.918,0.030,-0.040
11.920,-0.090,-0.050
11.922,-0.105,-0.060
11.924,-0.175,-0.065
11.926,-0.155,-0.060
11.928,-0.045,-0.050
11.930,0.035,-0.040
11.932,0.090,-0.025
11.934,0.155,-0.010
11.936,0.120,-0.005
11.938,0.065,0.000
11.940,-0.060,-0.005
11.942,-0.100,-0.015
11.944,-0.115,-0.025
11.946,-0.140,-0.035
11.948,-0.060,-0.045
11.950,0.045,-0.045
11.952,0.065,-0.045
11.954,0.115,-0.035
11.956,0.100,-0.025
11.958,0.050,-0.020
11.960,-0.025,-0.010
11.962,-0.105,-0.005
11.964,-0.110,-0.005
11.966,-0.045,-0.005
11.968,-0.035,-0.010
11.970,0.035,-0.015
11.972,0.080,-0.010
11.974,0.105,-0.005
11.976,0.145,0.000
11.978,0.055,0.010
11.980,0.020,0.020
11.982,-0.060,0.030
11.984,-0.100,0.035
11.986,-0.040,0.035
11.988,-0.005,0.025
11.990,0.085,0.015
11.992,0.115,0.005
11.994,0.155,-0.005
11.996,0.045,-0.015
11.998,-0.030,-0.020
12.000,-0.030,-0.020
12.002,-0.045,-0.020
12.004,-0.075,-0.020
12.006,-0.145,-0.015
12.008,-0.040,-0.015
12.010,-0.025,-0.020
12.012,0.080,-0.025
12.014,0.100,-0.030
12.016,0.090,-0.035
12.018,0.055,-0.040
12.020,-0.030,-0.045
12.022,-0.135,-0.045
12.024,-0.180,-0.045
12.026,-0.140,-0.045
12.028,-0.060,-0.045
12.030,0.015,-0.050
12.032,0.050,-0.055
12.034,0.030,-0.065
12.036,0.065,-0.070
12.038,-0.070,-0.080
12.040,-0.090,-0.080
12.042,-0.180,-0.080
12.044,-0.180,-0.075
12.046,-0.110,-0.065
12.048,-0.025,-0.055
12.050,0.035,-0.040
12.052,0.055,-0.035
12.054,0.075,-0.030
12.056,0.035,-0.035
12.058,-0.035,-0.040
12.060,-0.080,-0.045
12.062,-0.145,-0.050
12.064,-0.155,-0.055
12.066,-0.095,-0.060
12.068,-0.025,-0.055
12.070,-0.035,-0.055
12.072,0.105,-0.055
12.074,0.075,-0.060
12.076,-0.010,-0.070
12.078,-0.115,-0.080
12.080,-0.165,-0.095
12.082,-0.205,-0.105
12.084,-0.225,-0.115
12.086,-0.160,-0.110
12.088,-0.065,-0.090
12.090,-0.020,-0.060
12.092,0.125,-0.010
12.094,0.195,0.060
12.096,0.240,0.135
12.098,0.250,0.215
12.100,0.285,0.295
12.102,0.260,0.370
12.104,0.390,0.425
12.106,0.500,0.465
12.108,0.575,0.475
12.110,0.520,0.460
12.112,0.455,0.420
12.114,0.415,0.350
12.116,0.320,0.265
12.118,0.260,0.165
12.120,0.090,0.060
12.122,-0.160,-0.045
12.124,-0.335,-0.130
12.126,-0.370,-0.200
12.128,-0.300,-0.250
12.130,-0.185,-0.275
12.132,-0.110,-0.285
12.134,-0.085,-0.275
12.136,-0.165,-0.255
12.138,-0.225,-0.230
12.140,-0.245,-0.210
12.142,-0.315,-0.190
12.144,-0.295,-0.170
12.146,-0.205,-0.160
12.148,-0.095,-0.145
12.150,-0.050,-0.130
12.152,0.055,-0.115
12.154,0.035,-0.100
12.156,0.000,-0.080
12.158,-0.065,-0.065
12.160,-0.130,-0.050
12.162,-0.190,-0.045
12.164,-0.120,-0.040
12.166,-0.080,-0.040
12.168,0.020,-0.040
12.170,0.015,-0.040
12.172,0.100,-0.040
12.174,0.095,-0.030
12.176,0.025,-0.020
12.178,-0.060,-0.010
12.180,-0.065,0.000
12.182,-0.110,0.005
12.184,-0.105,0.005
12.186,-0.050,0.000
12.188,0.035,-0.010
12.190,0.080,-0.020
12.192,0.130,-0.030
12.194,0.065,-0.040
12.196,0.020,-0.045
12.198,-0.090,-0.040
12.200,-0.065,-0.035
12.202,-0.110,-0.025
12.204,-0.075,-0.015
12.206,-0.055,-0.005
12.208,0.005,0.000
12.210,0.080,0.000
12.212,0.135,-0.005
12.214,0.130,-0.010
12.216,0.045,-0.015
12.218,-0.035,-0.015
12.220,-0.070,-0.015
12.222,-0.090,-0.010
12.224,-0.095,-0.010
12.226,-0.060,-0.005
12.228,0.025,-0.005
12.230,0.075,-0.005
12.232,0.140,-0.005
12.234,0.085,-0.010
12.236,0.070,-0.010
12.238,-0.050,-0.015
12.240,-0.060,-0.010
12.242,-0.110,-0.005
12.244,-0.100,0.000
12.246,0.005,0.005
12.248,0.095,0.010
12.250,0.085,0.010
12.252,0.100,0.010
12.254,0.155,0.005
12.256,0.040,-0.005
12.258,-0.075,-0.010
12.260,-0.130,-0.020
12.262,-0.140,-0.025
12.264,-0.065,-0.030
12.266,0.030,-0.030
12.268,0.060,-0.030
12.270,0.100,-0.025
12.272,0.100,-0.020
12.274,0.070,-0.010
12.276,0.020,-0.005
12.278,0.000,0.005
12.280,-0.025,0.015
12.282,-0.070,0.025
12.284,-0.025,0.035
12.286,0.045,0.045
12.288,0.120,0.055
12.290,0.165,0.060
12.292,0.210,0.065
12.294,0.165,0.070
12.296,0.105,0.070
12.298,0.050,0.075
12.300,-0.020,0.080
12.302,-0.040,0.085
12.304,-0.025,0.085
12.306,0.090,0.090
12.308,0.180,0.090
12.310,0.190,0.090
12.312,0.245,0.085
12.314,0.185,0.080
12.316,0.095,0.080
12.318,0.035,0.080
12.320,-0.015,0.085
12.322,-0.005,0.095
12.324,0.090,0.110
12.326,0.135,0.125
12.328,0.180,0.145
12.330,0.265,0.160
12.332,0.310,0.170
12.334,0.270,0.175
12.336,0.190,0.175
12.338,0.160,0.175
12.340,0.045,0.170
12.342,0.020,0.170
12.344,0.125,0.170
12.346,0.200,0.175
12.348,0.255,0.185
12.350,0.290,0.190
12.352,0.365,0.200
12.354,0.295,0.210
12.356,0.195,0.210
12.358,0.150,0.210
12.360,0.085,0.205
12.362,0.090,0.200
12.364,0.145,0.195
12.366,0.225,0.185
12.368,0.255,0.185
12.370,0.330,0.185
12.372,0.360,0.190
12.374,0.250,0.195
12.376,0.245,0.205
12.378,0.175,0.210
12.380,0.095,0.220
12.382,0.085,0.220
12.384,0.100,0.220
12.386,0.260,0.220
12.388,0.270,0.210
12.390,0.320,0.200
12.392,0.315,0.190
12.394,0.270,0.180
12.396,0.165,0.170
12.398,0.115,0.160
12.400,-0.005,0.150
12.402,0.035,0.140
12.404,0.065,0.125
12.406,0.125,0.115
12.408,0.185,0.105
12.410,0.255,0.090
12.412,0.175,0.080
12.414,0.110,0.070
12.416,0.050,0.060
12.418,0.020,0.050
12.420,-0.045,0.045
12.422,0.015,0.040
12.424,-0.045,0.035
12.426,0.035,0.025
12.428,0.075,0.020
12.430,0.150,0.010
12.432,0.110,0.000
12.434,0.015,-0.015
12.436,0.000,-0.020
12.438,-0.110,-0.030
